,age,bmi,elective_surgery,height,icu_id,pre_icu_los_days,readmission_status,weight,albumin_apache,apache_2_diagnosis,apache_3j_diagnosis,apache_post_operative,arf_apache,bilirubin_apache,bun_apache,creatinine_apache,gcs_eyes_apache,gcs_motor_apache,gcs_unable_apache,gcs_verbal_apache,glucose_apache,heart_rate_apache,hematocrit_apache,intubated_apache,map_apache,resprate_apache,sodium_apache,temp_apache,urineoutput_apache,ventilated_apache,wbc_apache,d1_diasbp_max,d1_diasbp_min,d1_diasbp_noninvasive_max,d1_diasbp_noninvasive_min,d1_heartrate_max,d1_heartrate_min,d1_mbp_max,d1_mbp_min,d1_mbp_noninvasive_max,d1_mbp_noninvasive_min,d1_resprate_max,d1_resprate_min,d1_spo2_max,d1_spo2_min,d1_sysbp_max,d1_sysbp_min,d1_sysbp_noninvasive_max,d1_sysbp_noninvasive_min,d1_temp_max,d1_temp_min,h1_diasbp_max,h1_diasbp_min,h1_diasbp_noninvasive_max,h1_diasbp_noninvasive_min,h1_heartrate_max,h1_heartrate_min,h1_mbp_max,h1_mbp_min,h1_mbp_noninvasive_max,h1_mbp_noninvasive_min,h1_resprate_max,h1_resprate_min,h1_spo2_max,h1_spo2_min,h1_sysbp_max,h1_sysbp_min,h1_sysbp_noninvasive_max,h1_sysbp_noninvasive_min,h1_temp_max,h1_temp_min,d1_albumin_max,d1_albumin_min,d1_bilirubin_max,d1_bilirubin_min,d1_bun_max,d1_bun_min,d1_calcium_max,d1_calcium_min,d1_creatinine_max,d1_creatinine_min,d1_glucose_max,d1_glucose_min,d1_hco3_max,d1_hco3_min,d1_hemaglobin_max,d1_hemaglobin_min,d1_hematocrit_max,d1_hematocrit_min,d1_inr_max,d1_inr_min,d1_platelets_max,d1_platelets_min,d1_potassium_max,d1_potassium_min,d1_sodium_max,d1_sodium_min,d1_wbc_max,d1_wbc_min,h1_glucose_max,h1_glucose_min,h1_inr_max,h1_inr_min,d1_arterial_pco2_max,d1_arterial_pco2_min,d1_arterial_ph_max,d1_arterial_ph_min,d1_arterial_po2_max,d1_arterial_po2_min,apache_4a_hospital_death_prob,apache_4a_icu_death_prob,aids,cirrhosis,diabetes_mellitus,hepatic_failure,immunosuppression,leukemia,lymphoma,solid_tumor_with_metastasis
sodium_apache,0.037733762739259984,-0.02050895096506634,0.046774714998339975,-0.02441021606853844,-0.04887408462730728,-0.007318036905717834,,-0.031476188185398504,-0.0038400421896788934,-0.02707377145977062,0.02852673295472958,0.053555991012995255,-0.0584706218933831,-0.10425675023054225,-0.005957499677079733,-0.07276633498545734,-0.10770088105310907,-0.10032331910111639,0.022847500434945826,-0.1362049017828277,-0.09491921761029276,-0.01629156443016347,0.019138889569883293,0.08965259767848217,0.00357796182714937,-0.027917194552791565,1.0,-0.03086866315274474,-0.03636965212534675,0.1006373575826783,-0.03367618694981724,0.015114036163488234,-0.022652842339002475,0.017344821050752253,-0.021461682529999977,0.004331852310741087,-0.05509458817263676,0.017486295899038013,-0.027154172652079773,0.01759417862142295,-0.02659392019068831,0.012847726063405026,-0.047607035023826176,0.038613384894555305,0.0002507064371251834,0.029698981169909572,-0.0101397739762184,0.029656727749988503,-0.009160640478064096,0.027770973226457628,-0.0282087921096352,0.0010387887909074057,-0.03452299413897736,0.009844159187192668,-0.027253560337708566,0.0020267324316769384,-0.026167925380268544,0.0003813300363381507,-0.03512833280803069,0.0029619702545637594,-0.02832620665601074,-0.013537691346045695,-0.042474621958791474,0.03968962979014437,0.008670554609315914,0.009576657972180472,-0.028820265586955086,0.0111729047418411,-0.023626745823364152,-0.02464247399714614,-0.04016777034204947,-0.009050264532243214,-0.006382646644064536,-0.10254425996849843,-0.10378917965417103,-0.0028666466281215817,0.009815115898172135,-0.010501402254329625,0.012861837719542434,-0.07343957422811928,-0.06396540200123406,-0.09227509248469072,-0.06635765548749807,0.04848207965960121,0.07778259452017901,-0.00535865329557667,-0.024521900216801815,0.04161367759003719,0.015138182348354234,-0.033818613866373415,-0.04965646594336101,-0.08672212984385777,-0.09286593208862202,-0.12058601738239362,-0.07696646507422021,0.8916098959864346,0.9194294850660777,-0.025428801387343068,-0.04024705269963149,-0.07156735689242709,-0.07407573651325251,-0.033818613866373415,-0.04965646594336101,0.0474103448389888,0.03144918529709737,0.025518399237823373,-0.016059161676111263,0.03635675116913308,-0.009782551072747402,0.052347358400693995,0.051169870929627444,-0.011770973951914796,-0.04033031671290791,-0.04980022714870611,-0.024282729417064317,-0.027410630560065655,-0.015014400048318985,-0.010123455425530694,-0.0281307900471576
temp_apache,-0.08226523452598002,0.038596836508486936,-0.04054524976476244,0.014942288374859006,0.005870749946745094,0.008597159489743345,,0.04335871109149138,0.0518314298451153,0.00850210316476485,-0.001988318900928582,-0.04714768356033901,-0.020140795760166284,-0.029633427279697453,-0.09458508915344592,-0.06566320105605096,0.15090017136696326,0.19176577902977132,-0.051323182911499184,0.12256558715054705,-0.06635584930010652,0.10211569663811054,0.03917861616926468,-0.12841384727884753,-0.011527588947969916,0.04632969611237199,-0.03086866315274474,1.0,0.046092096729450485,-0.13564315893590517,-0.03570413331924098,-0.0016349202600179182,0.07932356832773087,-0.0028332755245185845,0.07756580075695717,0.06877236521994456,0.17815692196342917,-0.0021518260102866083,0.08120093061046138,-0.0021535122490800064,0.07908388038662123,0.009991453376206749,0.10368329929574059,-0.04671490894469563,0.07047671881650974,0.006649191770732895,0.10133201536389078,0.008546257256504229,0.10014503665179794,0.4026461666804747,0.7926501251518472,0.010792332108366155,0.05991583439423052,0.006322984244258658,0.053566835072983494,0.11580826777321952,0.14409599093878842,0.012805860737233277,0.060354883906523146,0.014589588589805268,0.05701711831753854,0.054769429318053835,0.08084298206889216,-0.02763219079461705,0.023805704713254928,0.029381168052979807,0.08165688622764135,0.03374148972780182,0.08027555524632136,0.607454403123496,0.648241879023102,0.030121410583570637,0.05283580872193983,-0.02988835509452128,-0.02161788123527226,-0.09603013459695178,-0.07902867731749948,0.012890397335496977,0.07870727312417647,-0.06917462559377739,-0.052348381040921224,-0.0828696097023588,0.03172326175549659,0.06525720722753962,0.12060002249574706,-0.011507300158360054,0.042754169306606485,-0.016619112781514053,0.04386443853605032,-0.08167452574362291,-0.04525939807487772,0.02065617668705322,0.055375393106017676,-0.11664812874751235,0.010855508299044435,-0.0812377812215372,-0.012639598720478387,-0.04494224071608072,0.0021787402831487932,-0.04302919927503551,-0.029025352875898122,-0.08167452574362291,-0.04525939807487772,-0.03899234012257397,0.06336084271939117,0.0846391355280567,0.2144927294004072,-0.13893486597225646,-0.025951248124416647,-0.261214028651755,-0.2863265137876783,0.0017264047487332377,-0.018497390959535568,-0.0011633395734489513,-0.022059026572731715,0.00649558263195672,0.003900288129560529,-0.0012829384807567707,-0.0007842018216948856
urineoutput_apache,-0.17657689693358616,0.054969234203494435,0.022914901625410832,0.08094781467604202,0.07974885055125502,-0.00724604822234965,,0.08705069779548093,0.13357325274693516,0.002891932109146914,0.03538523729463244,0.014286623223284209,-0.11230330422325432,-0.06598022168566417,-0.14555686880333596,-0.14784698249452463,0.05739241478226287,0.05057563602050151,-0.0021417810762122055,0.07629868166978679,0.03672678322148047,-0.004150364489966386,0.06598404595942622,-0.034260057470282615,0.05631167282320708,-0.023526137755923514,-0.03636965212534675,0.046092096729450485,1.0,-0.040826153768462034,-0.038932442760699494,0.0139897904357106,0.14836491378765018,0.014224260986926585,0.1487042337338267,-0.02371985343458516,0.031960166368216365,0.03121911134134685,0.14686345864936298,0.03238765274321367,0.14665467207592006,-0.04065995802275445,0.01361764711499143,-0.011391691715087162,0.09119264699977775,0.023575296987798127,0.13184969602876265,0.023196704270407674,0.13158827278323854,0.014776657969555154,0.0439180812638432,0.053803256393331875,0.10943962647711984,0.05497874905982574,0.11046911164353002,-0.005130372020213731,0.009153365626853571,0.05957861021320851,0.10802810781173064,0.06083723910849409,0.10850569587765432,-0.037066337341678884,-0.016613144137949953,0.029105179450589453,0.061367559003239244,0.04798389650033595,0.08935192824181751,0.04817790295038834,0.0887923173025788,0.014566223444676023,0.019134248304654378,0.12972222228913666,0.1233657435594234,-0.06559513035070051,-0.06623799013610153,-0.14557072181626882,-0.16102880654599525,0.045888945526489144,0.025247822684658333,-0.14607558390224296,-0.16401442075530145,0.036271114407432616,0.003865427520983407,0.07783637668992043,0.04681107760432948,0.07587477147171741,0.08030410598810406,0.0569699687453018,0.05898331776938213,-0.10110542110951386,-0.1065937640795685,0.011379729463854158,0.01794809782107782,-0.08152612195629483,-0.12021583565361929,0.0029841441044910232,-0.03760829271891408,-0.04338093584095316,-0.04180749836308063,0.04782445608011128,0.038421229861868376,-0.10110542110951386,-0.1065937640795685,-0.027057650458313015,-0.012863290695117737,0.07676343976907121,0.0802699079676169,-0.007133848401858963,0.0015721089425252204,-0.21171769989649114,-0.17914684201625639,0.007286725435892669,-0.034568959910797115,0.026811972263525996,-0.03434564229050845,-0.017382886622815362,0.004293166558459215,0.0025956436721589716,-0.020713234778825827
ventilated_apache,0.04129636655455833,0.07101370327265799,0.14652618366785197,0.0071920654378159685,0.0030869877220210088,0.0865660787431157,,0.06917348174309593,-0.1418023027018251,-0.025349962098124866,0.11009759640379792,0.177873974272195,0.0020920946733250976,0.011228339674178986,0.0629996050522988,0.03420629519542635,-0.48846434216178314,-0.4349978905206443,0.12941333963697751,-0.5633639559584378,0.062084807892580536,0.12039086158933704,-0.08662422661982261,0.6073077131201465,-0.03071355487331942,0.021346199714824342,0.1006373575826783,-0.13564315893590517,-0.040826153768462034,1.0,0.16495018097358266,-0.030447681058539396,-0.14486596558350728,-0.02606597819211416,-0.14037688933658465,0.17057608435936636,0.023447113667606944,-0.030410409185253114,-0.1829982513216502,-0.03424786296113358,-0.17803235827878358,0.0904481883081708,-0.08028628175619648,0.13079858246134105,-0.11928064166883412,-0.013786523391534909,-0.21004513652784548,-0.01639721642688482,-0.2067334161340978,0.21121178030318938,-0.19096954810543773,-0.019738524914711852,-0.12911209839058524,-0.0032954754537267666,-0.10982220047659562,0.1253817879174629,0.07882251688167077,-0.03105590338284629,-0.1621116713996935,-0.029993481722928574,-0.14457441775831462,0.04031291731483784,-0.001399317352257256,0.07892313892691165,-0.03769060052960283,-0.03738159362769916,-0.1728164268313166,-0.04033908996663443,-0.15984088164904783,-0.0910789836812555,-0.13436573988128317,-0.1059825784749573,-0.14188834852809692,0.011849224056588639,-0.0030110913042961187,0.06873726370720037,0.05195249978822174,-0.09089064722165058,-0.1797343024665843,0.04051504464083985,0.02039334847192468,0.09838350986902601,-0.014533755438520715,0.017724093071380672,-0.05057330169806319,-0.022927639299565584,-0.11458943565612867,-0.007174247175033217,-0.10053509437962846,0.054729130423365774,0.03074724664788658,-0.039853998665594234,-0.09434769052872345,0.15942586089881586,-0.034335326416572394,0.1836619739167038,0.07531813505198734,0.18839646497228352,0.10901034282984735,-0.008645937480997245,-0.028771128330641896,0.054729130423365774,0.03074724664788658,0.21081879472817203,0.047892350188527784,0.06100988217278937,-0.1613348501174965,0.24363858630401763,0.04667993358730989,0.44763007671184335,0.4505127790865603,0.005283371137358546,-0.0022886560585711102,0.010739983034122413,-0.005177967124949172,-0.0027239133532055136,-0.0020824933980954953,-0.0034622171828514537,-0.016280223384831496
wbc_apache,-0.010785971617913157,0.030683913583129014,0.07841373987212705,-0.016120391201406088,0.015547693820805793,0.05652211615655486,,0.02184525143856431,-0.16210469169948832,-0.03025726291878393,0.09457275863558443,0.0896434202053028,-0.010124386976551327,0.05191535617611903,0.11882546742042947,0.060173893420164104,-0.12129484841985476,-0.1208964056921947,0.03601428550534865,-0.13446856221715114,0.1576695747620664,0.16458739081871893,-0.010376931129325789,0.14252253621154384,-0.03306878695170842,0.0637029600257057,-0.03367618694981724,-0.03570413331924098,-0.038932442760699494,0.16495018097358266,1.0,-0.0426486543336446,-0.1060306286661258,-0.041947687159709625,-0.1050061141928287,0.1771347844653378,0.12558169392867952,-0.053148020121881405,-0.11817295280201519,-0.055970060750653285,-0.11686309547851327,0.07543478056790869,0.032047682046643856,0.01946239008330815,-0.07188130629249326,-0.060761668064656195,-0.1296735372869606,-0.06290104988224551,-0.1286935569552492,0.09494241504238712,-0.06234687555148171,-0.06168297283846764,-0.10535786603789615,-0.05873285957265156,-0.10437526426675252,0.1660816073400601,0.1588783733682666,-0.08183619150868465,-0.1250898237789746,-0.08425417074543887,-0.12570920857483012,0.08366651768890193,0.08001855116339888,-0.022620751832538127,-0.055700671168841795,-0.09154480173637568,-0.1321638529786546,-0.09305288503256277,-0.13184761494771124,0.011196809723067701,-0.007957642007223124,-0.14614825718770438,-0.16835359828305518,0.0510715493056574,0.04396431030692388,0.11777356456532587,0.10373819648235219,-0.08014793034480125,-0.13744382891452184,0.061384305067410536,0.04711789331264119,0.16141222911840727,0.07983452559564652,-0.15236461743744273,-0.20100513305688217,0.036654296873404185,-0.023951230873877856,0.04401347730347347,-0.018064517702493867,0.07522677820346087,0.06108345613553613,0.2613588942217769,0.21011827400051833,0.14535943686091374,0.0321140083575933,0.020764700522927476,-0.0512354845499608,0.9695160181491843,0.9292557741413264,0.1351606056821973,0.12595777848330303,0.07522677820346087,0.06108345613553613,-0.04733958748297623,-0.11918515780869383,-0.08927181065670044,-0.15164452521357347,0.044166196506693435,-0.018023920029617127,0.19013695050987334,0.19536742316219904,-0.013073149678464515,-0.033145648956240205,0.007080538783455561,-0.01845639752623075,-0.02889445335574697,0.016036896253713347,-0.010873530902877043,-0.004558107079098135
d1_diasbp_max,-0.06295797815454038,0.0544020388930958,-0.19170612180414934,0.03415272102466556,0.028927728517048577,-0.05319207041969622,,0.06785296754914977,0.08965185657704616,-0.05601017903317556,-0.16782343533811106,-0.19520801696271148,-0.00031518504652903643,-0.04113734626097663,-0.03435504450298745,0.01434794219237153,-0.03184223991864434,-0.027028091879667326,-0.006579588016254429,-0.028726992737270352,0.009125916947701951,0.10987739162498296,0.18925010470862333,-0.04078898426792312,0.4326808947543831,0.018771080080097723,0.015114036163488234,-0.0016349202600179182,0.0139897904357106,-0.030447681058539396,-0.0426486543336446,1.0,0.13172755658279048,0.997831233959615,0.12623708706729625,0.18044700610415007,-0.03428899726788435,0.8230611193862741,0.10942990706151266,0.8332513592173377,0.10365618862372236,0.10178799935684622,-0.06992033555653314,0.059491653327796205,-0.0925547815768362,0.6058121815403338,0.08100105067796735,0.6100755668296757,0.07998429533612167,0.006435124603332866,-0.016072719813099393,0.6088527864851451,0.35759382910672116,0.6078329160239861,0.3451122761147499,0.12107366096461053,0.05860947199796809,0.5030832163604932,0.31782137744640204,0.5175615412744646,0.31082858458013757,0.0900936257222741,0.009043763551900655,-0.006100542235767086,-0.05459314386376993,0.41945132573627375,0.26541065992680635,0.4390104115778504,0.2678225864975569,0.02665940501059798,0.03544991632446091,0.08894655259149173,0.09130806872683385,-0.03938231356338937,-0.04034788587280102,-0.03546673451003321,-0.04018050626088618,0.09734788115340075,0.09713956760969886,0.014682530495889001,0.011003385980097324,0.0030454765023252214,0.02218246006047845,0.029495273940989934,0.024636000180037306,0.17912241985419702,0.19256272907674257,0.18281464225562455,0.19447540549429632,-0.032001452471365835,-0.04218294339885447,0.06105311201708099,0.0700821225354564,-0.04098747028679655,-0.024831489447084017,0.019839286452224564,0.02886951918073334,-0.04953881786706157,-0.028052707389012846,0.04211761052845689,0.052570567896919204,-0.032001452471365835,-0.04218294339885447,0.017762870426660037,0.02223128920881017,0.005643106929624353,0.006438794014518689,-0.054090671745523615,0.0023531322178121502,0.033191845935205314,0.028737724566766227,0.009580038396438608,-0.012597130367388144,-0.018140179491569836,-0.019548877795569533,-0.011773200557631765,-0.010494164241183658,-0.00754176012029926,-0.018941830003131044
d1_diasbp_min,-0.2115975941096679,-0.00759854443690022,0.007190255441762775,0.13678851503070474,-0.0385277634126819,-0.0422088906474221,,0.053189615204408854,0.26812727245425283,0.06890508519938532,-0.0017278550889164434,0.0002624506431030223,-0.046464983919395866,-0.0735559543229308,-0.21191243453928074,-0.11794796813128172,0.11498829444190017,0.10288685602587089,-0.022091124804459683,0.12475048919199552,-0.03100157352143837,-0.005404597284756496,0.25235944446708264,-0.1094565636191946,0.3538918514870399,0.056647019930590056,-0.022652842339002475,0.07932356832773087,0.14836491378765018,-0.14486596558350728,-0.1060306286661258,0.13172755658279048,1.0,0.12852471981087113,0.9968714632429122,-0.10798557674370753,0.13683225434994048,0.21236110704510242,0.8532835036701957,0.21471923756099454,0.8556148599057082,-0.09029249853692548,0.13547971307910833,-0.12944189724073055,0.20438190030234493,0.14187128402309918,0.667549676550023,0.14504108741495997,0.6667618419779289,-0.10101669843842524,0.11455788938564777,0.35042182521585197,0.6172526443919747,0.35483922039512394,0.6293781935058966,-0.02919068265134965,0.033114455388810186,0.3838723894319671,0.5778246258636067,0.39480210940603994,0.5924631016462609,-0.05375375878895652,0.02198839262942085,-0.01856025985170626,0.1008904946315107,0.26632880618801213,0.428914817367965,0.2729630674484313,0.4373598382043176,0.03271620958905537,0.05648323560123558,0.2540936422587046,0.27225797264402557,-0.07683305298551854,-0.06944874943257602,-0.21306959733608305,-0.204675775979663,0.16565605578540674,0.20735680773963422,-0.12095813990490406,-0.1085015203496081,-0.058187550138102416,0.034253427137128964,0.12090309825632803,0.15185301417319755,0.23281311586845904,0.26845140111897736,0.21645952403635305,0.252980476545426,-0.18282234191025987,-0.17057178927686675,0.053050796632676894,0.08421592310887903,-0.14632780076472923,-0.06713670004928354,-0.061698689035781074,-0.00993541364357106,-0.12145250151034837,-0.08681665055395375,-0.011428370425018453,-0.0014804270319412195,-0.18282234191025987,-0.17057178927686675,-0.04219689668114949,0.04604818129594358,0.13797133087621946,0.22671993640097426,-0.025719345096404365,0.04848830604816039,-0.26002648962769453,-0.2325267323157467,0.01310956770004266,-0.04132949735030864,-0.05331352817369213,-0.0466720070600968,-0.013913698224701232,-0.025190536232585284,-0.011177121612262374,-0.002499918729688344
d1_diasbp_noninvasive_max,-0.06041837718366384,0.05527020831232319,-0.1858510853839868,0.03444537594626438,0.026879511531001214,-0.05225487368206456,,0.0688155907963026,0.09004041441813425,-0.05344968902089153,-0.16326661269572806,-0.1894750715595814,0.0005238146252186643,-0.040966495669195115,-0.03455533082370749,0.01494222484291207,-0.033161100556977866,-0.028368639139716652,-0.006889652480195455,-0.030015053524110054,0.009634695509134192,0.10925218051471669,0.18694616945244646,-0.036135407756771876,0.4329709672792285,0.017297545105039062,0.017344821050752253,-0.0028332755245185845,0.014224260986926585,-0.02606597819211416,-0.041947687159709625,0.997831233959615,0.12852471981087113,1.0,0.12634465607885617,0.17993446288438666,-0.03414177341863193,0.8261028422080462,0.10744389028012166,0.8355252702331383,0.10401293777617818,0.10071045631019496,-0.07269908562302237,0.059213123333119975,-0.09333801728436099,0.6082934650016822,0.08095539624501408,0.6115181138304445,0.07986942419870764,0.007207529538855279,-0.017545915319983802,0.6073418087748743,0.35492478513201026,0.6084704914025636,0.3453874517444387,0.12061407234076772,0.05840416444313737,0.5043268092212929,0.316228962128472,0.5179293468606411,0.310889982924064,0.08753064925584862,0.006255412484066453,-0.0057675087109751375,-0.05483338811979419,0.4214348227159369,0.26524788621659157,0.4394256359062034,0.2678233262537709,0.02443130101073614,0.03280207795770111,0.08957735982094464,0.09174287654901282,-0.03925053364515298,-0.04026598074155519,-0.03555163634334237,-0.04037540585881955,0.09922109997169656,0.09754443481922087,0.015240966497208191,0.011431551645847651,0.004101108893052333,0.020852897156588633,0.02875428591226563,0.023642074781273174,0.1779596384597215,0.19073893415371806,0.1814262730000617,0.19228550804758285,-0.032938131526719906,-0.04402884682137391,0.05753820418198422,0.06625798331197583,-0.03878713494296758,-0.025064896639130998,0.0224395865661066,0.030652084155143644,-0.048560016098672006,-0.027693827661951394,0.041338596829407534,0.051075416393641326,-0.032938131526719906,-0.04402884682137391,0.019665579208160498,0.021071450121772913,0.005724105527392277,0.003436633095709011,-0.05119549413299105,0.000575028692673899,0.03290145266868615,0.029017282145865637,0.009449921448755033,-0.01313340591133331,-0.01645761435147686,-0.01964356090017565,-0.011593850666046665,-0.01105965624890752,-0.007420365307296205,-0.019470261191898576
d1_diasbp_noninvasive_min,-0.20929085733932185,-0.007641370952301258,0.01747197564112701,0.13758266925866675,-0.04125338577617655,-0.04248774774091036,,0.05351485099626053,0.26838442187329464,0.07314723802632082,0.005409847918738134,0.0104607760287896,-0.04564184404375754,-0.07337118169776118,-0.21362041652365268,-0.11839994164599194,0.11318269044033226,0.1012741664707644,-0.02222407379493599,0.1225164499160033,-0.030158267762353825,-0.006573072531653711,0.24941849813724506,-0.1039952706907913,0.35227156362584067,0.056283480807190436,-0.021461682529999977,0.07756580075695717,0.1487042337338267,-0.14037688933658465,-0.1050061141928287,0.12623708706729625,0.9968714632429122,0.12634465607885617,1.0,-0.10932697334941102,0.13593047439542982,0.21314902989763151,0.8524544296172973,0.21305078864356364,0.8585686836498991,-0.09027550320481902,0.13287850745610805,-0.12971859699477856,0.2049243954760681,0.1441929858365744,0.6673792742532485,0.1433926645604096,0.66946033639275,-0.10026165242793025,0.11300867771154624,0.34683885814913296,0.6144694010991253,0.35444620281376776,0.6295207233597413,-0.03068776637426219,0.031940427905402774,0.3839525623541115,0.5762030520504401,0.3945333534349666,0.5926931269641471,-0.056379662545439586,0.018681420766106387,-0.0180890341794524,0.10174161047147615,0.2677927410944382,0.42869235342261086,0.272793525861295,0.43753396525889965,0.0299981232651727,0.053220657947421125,0.25509696465726056,0.27325065616826316,-0.07668138401511629,-0.06935740827238253,-0.2146760160931174,-0.20651235743500584,0.16724669139513518,0.20697391608451363,-0.1215244761283993,-0.10920060661627454,-0.05686295342416552,0.03294250137444266,0.12101641703968584,0.15147168534182637,0.2318755744591131,0.26571331179432583,0.21505241359171862,0.24975478795195885,-0.18482708476910256,-0.17334543556348786,0.05045587898987318,0.08077943523286256,-0.14388206513422297,-0.06827570113477117,-0.05952744942876648,-0.009257944931215355,-0.11958405520576389,-0.0866019550718974,-0.012054684070708014,-0.0030125445314124646,-0.18482708476910256,-0.17334543556348786,-0.03978333159564967,0.04498412927339571,0.14083367007281825,0.22536982972968791,-0.022570457094088087,0.04430099888584985,-0.2620046944432303,-0.23373865255169446,0.012968713566705144,-0.04173624235709843,-0.05214470275996079,-0.04669872937684518,-0.014344010779051694,-0.025261291895659947,-0.01155349894349297,-0.0029472466979359128
d1_heartrate_max,-0.13541724372697733,-0.030566933489398432,-0.07356931464379032,-0.020743491881081808,0.002854660358044879,0.060807562406206495,,-0.03849088527253043,-0.22151627964602186,-0.12133779520674037,-0.009089308804202027,-0.057235956521505836,-0.014301045855748954,0.06798754028438923,0.03524128069567689,0.015367049620748972,-0.13985557597117196,-0.13134596371637797,0.032786726390379876,-0.15727183857043484,0.10134580360149266,0.8047570154864002,-0.08670887922121444,0.11655064085730978,0.0007851315323200985,0.1693657391422571,0.004331852310741087,0.06877236521994456,-0.02371985343458516,0.17057608435936636,0.1771347844653378,0.18044700610415007,-0.10798557674370753,0.17993446288438666,-0.10932697334941102,1.0,0.4650560629570803,0.10839369866506755,-0.17618330810667385,0.10857576602308766,-0.1777082276266524,0.24934095951818588,0.028851854893490132,0.07464600595793339,-0.17249761817927156,0.023392793681920435,-0.2507449061617244,0.02347629063400563,-0.25056759000475953,0.27318253739644704,0.002656566423440169,0.11303821968134431,-0.015375501528820305,0.10815507459095468,-0.02075135539716734,0.7862435357512654,0.677033957087902,0.021072882902262696,-0.08908474533830003,0.01780559217510705,-0.09580129210326081,0.2509784336642978,0.17878163660633034,-0.02621743169075578,-0.10745258571046987,-0.05088649840898465,-0.16116005822360238,-0.05178931255689337,-0.16486669523086797,0.14296792626226404,0.11624516992227826,-0.2009526537599276,-0.22435015382462264,0.06955609763114494,0.06018299165328437,0.03896246157101227,0.01727641744153323,-0.13252585472183384,-0.19000722740174664,0.02027314360717562,-0.002083741242250242,0.1105664329441418,0.053703663025686084,-0.1250734212526852,-0.18230317566202886,-0.04190046917256161,-0.09048173167406383,-0.042456777982253543,-0.08594672378373369,0.09422867728563512,0.07634927189752301,0.05367370522177446,0.022142302529556138,0.037719652909649286,-0.07142036778948177,0.05580967054569073,-0.010380521225055641,0.1887782761097978,0.1604777458048255,0.11773152175675734,0.11326653047899102,0.09422867728563512,0.07634927189752301,-0.029829133654853988,-0.11831273054667434,-0.06302795672681705,-0.15504608069556083,0.006900625495262639,-0.022649045939719996,0.22741032009968992,0.2234950741346974,0.01089461951122163,0.014093500055782256,-0.022435225420841014,0.01622638148788135,0.06260312141325841,0.023640759165412303,0.020198415187474027,0.04441454359437881
d1_heartrate_min,-0.14370478967306902,0.01581926784543336,-0.02568486143865979,-0.0292604985604439,0.014653111707708987,0.05665251425664792,,0.0008982320853953795,-0.12330951408879424,-0.046204805324870216,0.04155971059877264,-0.01975290074234225,-0.00435303629919402,0.06308531807980809,0.03302015399809912,0.009813315553484957,0.015462372520257655,0.02970277569629794,0.003909324987248011,-0.008358012705317108,0.09041366028503973,0.5667147680952375,-0.08925172268242136,0.006170770506695463,-0.018613042448282668,0.13713846538801655,-0.05509458817263676,0.17815692196342917,0.031960166368216365,0.023447113667606944,0.12558169392867952,-0.03428899726788435,0.13683225434994048,-0.03414177341863193,0.13593047439542982,0.4650560629570803,1.0,-0.07207120893554955,0.08478442685225018,-0.07185513522717046,0.08405981833434506,0.039423200298186994,0.25954781444545083,-0.051820262459078247,0.08580040260221043,-0.1372313153064484,0.031433322486195826,-0.13710819663883472,0.030690815956612,0.18121156716493295,0.16016138777976546,0.00456516028695633,0.07477090130102419,0.0003490699882369738,0.07171640293151359,0.5477256477598816,0.673957672126751,-0.045558114397578266,0.013332735663675347,-0.04608258908296137,0.011712568381707896,0.1190192431870537,0.205633481427348,-0.037722665634408264,0.015632006555279857,-0.1120262412309431,-0.04634474348127997,-0.11210893197033166,-0.04738389169229095,0.15801716116128808,0.15857978583883908,-0.11733233439183172,-0.12307958138283487,0.06037729279137113,0.05940152659080297,0.03406608649200407,0.025181503832295976,-0.09715890005151127,-0.11015791420279106,0.014042143168793847,0.005579544703638912,0.09690062125126724,0.05685951000414025,-0.06709470478778479,-0.09322819952337297,-0.0822195146298254,-0.09372224606790355,-0.07990436704893697,-0.08769607813809666,0.03384524465860231,0.037375231795455086,0.06110278192297912,0.053495488951236715,-0.012174092524634956,-0.04620015728879496,-0.043062088481487175,-0.06653863822831824,0.12455178833417575,0.12514537010807575,0.10842005633701052,0.1068126205373323,0.03384524465860231,0.037375231795455086,-0.06488348683168828,-0.0444048762566051,-0.0071686170562917755,0.02991606151087482,-0.0782087013791618,-0.037923615851428255,-0.012788708772384215,-0.015937595091207693,0.014616339030145713,0.018359109882816683,0.01823463640504584,0.018829715677977494,0.04945210366145831,0.010944411351609134,0.011789501392983721,0.039811871042133316
